date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,tend24,raf10,rafper,etat_sol,ht_neige,ssfrai,rr1,rr3,rr6,rr12,rr24,nnuage1,ctype1,hnuage1,temp_humidity_interaction,t_lag6h,t_lag9h,t_lag12h,t_lag24h,t_lag168h,td_lag6h,td_lag9h,td_lag12h,td_lag24h,td_lag168h,u_lag6h,u_lag9h,u_lag12h,u_lag24h,u_lag168h,ww_lag6h,ww_lag9h,ww_lag12h,ww_lag24h,ww_lag168h,n_lag6h,n_lag9h,n_lag12h,n_lag24h,n_lag168h,tend24_lag6h,tend24_lag9h,tend24_lag12h,tend24_lag24h,tend24_lag168h,etat_sol_lag6h,etat_sol_lag9h,etat_sol_lag12h,etat_sol_lag24h,etat_sol_lag168h,rr12_lag6h,rr12_lag9h,rr12_lag12h,rr12_lag24h,rr12_lag168h
2020-09-01 10:00:00,101970,0,5,360,2.9,291.25,283.35,60,19830,1,0.0,0.0,25.0,1.0,800.0,31.0,23.0,10.0,100910,-130.0,5.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,950.0,17475.0,283.95,285.75,285.75,285.75,285.75,282.05,282.55,282.55,282.55,282.55,88.0,81.0,81.0,81.0,81.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01 11:00:00,101970,0,5,360,2.9,291.25,283.35,60,19830,1,0.0,0.0,25.0,1.0,800.0,31.0,23.0,10.0,100910,-130.0,5.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,950.0,17475.0,283.95,285.75,285.75,285.75,285.75,282.05,282.55,282.55,282.55,282.55,88.0,81.0,81.0,81.0,81.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01 12:00:00,101850,-110,6,40,2.6,293.95,281.25,44,21000,0,0.0,0.0,0.0,1.0,1250.0,30.0,20.0,10.0,100800,-230.0,6.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1410.0,12933.8,284.25,283.95,285.75,285.75,285.75,282.85,282.05,282.55,282.55,282.55,91.0,88.0,81.0,81.0,81.0,3.0,2.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,-60.0,0.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01 13:00:00,101850,-110,6,40,2.6,293.95,281.25,44,21000,0,0.0,0.0,0.0,1.0,1250.0,30.0,20.0,10.0,100800,-230.0,6.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1410.0,12933.8,284.25,283.95,285.75,285.75,285.75,282.85,282.05,282.55,282.55,282.55,91.0,88.0,81.0,81.0,81.0,3.0,2.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,-60.0,0.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01 14:00:00,101850,-110,6,40,2.6,293.95,281.25,44,21000,0,0.0,0.0,0.0,1.0,1250.0,30.0,20.0,10.0,100800,-230.0,6.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1410.0,12933.8,284.25,283.95,285.75,285.75,285.75,282.85,282.05,282.55,282.55,282.55,91.0,88.0,81.0,81.0,81.0,3.0,2.0,1.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,-60.0,0.0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01 15:00:00,101740,-110,6,40,4.0,293.65,279.95,41,30000,3,2.0,2.0,60.0,5.0,1750.0,38.0,20.0,10.0,100690,-260.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1700.0,12039.65,291.25,284.25,283.95,285.75,285.75,283.35,282.85,282.05,282.55,282.55,60.0,91.0,88.0,81.0,81.0,1.0,3.0,2.0,1.0,1.0,25.0,10.0,0.0,0.0,0.0,-130.0,-60.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01 16:00:00,101740,-110,6,40,4.0,293.65,279.95,41,30000,3,2.0,2.0,60.0,5.0,1750.0,38.0,20.0,10.0,100690,-260.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1700.0,12039.65,291.25,284.25,283.95,285.75,285.75,283.35,282.85,282.05,282.55,282.55,60.0,91.0,88.0,81.0,81.0,1.0,3.0,2.0,1.0,1.0,25.0,10.0,0.0,0.0,0.0,-130.0,-60.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01 17:00:00,101740,-110,6,40,4.0,293.65,279.95,41,30000,3,2.0,2.0,60.0,5.0,1750.0,38.0,20.0,10.0,100690,-260.0,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1700.0,12039.65,291.25,284.25,283.95,285.75,285.75,283.35,282.85,282.05,282.55,282.55,60.0,91.0,88.0,81.0,81.0,1.0,3.0,2.0,1.0,1.0,25.0,10.0,0.0,0.0,0.0,-130.0,-60.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01 18:00:00,101760,10,3,20,3.0,292.15,280.55,47,30000,2,2.0,2.0,90.0,7.0,1750.0,38.0,20.0,10.0,100700,-210.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1700.0,13731.05,293.95,291.25,284.25,285.75,285.75,281.25,283.35,282.85,282.55,282.55,44.0,60.0,91.0,81.0,81.0,0.0,1.0,3.0,1.0,1.0,0.0,25.0,10.0,0.0,0.0,-230.0,-130.0,-60.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01 19:00:00,101760,10,3,20,3.0,292.15,280.55,47,30000,2,2.0,2.0,90.0,7.0,1750.0,38.0,20.0,10.0,100700,-210.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1700.0,13731.05,293.95,291.25,284.25,285.75,285.75,281.25,283.35,282.85,282.55,282.55,44.0,60.0,91.0,81.0,81.0,0.0,1.0,3.0,1.0,1.0,0.0,25.0,10.0,0.0,0.0,-230.0,-130.0,-60.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01 20:00:00,101760,10,3,20,3.0,292.15,280.55,47,30000,2,2.0,2.0,90.0,7.0,1750.0,38.0,20.0,10.0,100700,-210.0,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1700.0,13731.05,293.95,291.25,284.25,285.75,285.75,281.25,283.35,282.85,282.55,282.55,44.0,60.0,91.0,81.0,81.0,0.0,1.0,3.0,1.0,1.0,0.0,25.0,10.0,0.0,0.0,-230.0,-130.0,-60.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01 21:00:00,101880,110,3,10,2.7,289.35,279.75,53,30000,1,1.0,1.0,40.0,3.0,1750.0,35.0,20.0,10.0,100810,-160.0,4.5,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1900.0,15335.550000000001,293.65,293.95,291.25,285.75,285.75,279.95,281.25,283.35,282.55,282.55,41.0,44.0,60.0,81.0,81.0,3.0,0.0,1.0,1.0,1.0,60.0,0.0,25.0,0.0,0.0,-260.0,-230.0,-130.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01 22:00:00,101880,110,3,10,2.7,289.35,279.75,53,30000,1,1.0,1.0,40.0,3.0,1750.0,35.0,20.0,10.0,100810,-160.0,4.5,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1900.0,15335.550000000001,293.65,293.95,291.25,285.75,285.75,279.95,281.25,283.35,282.55,282.55,41.0,44.0,60.0,81.0,81.0,3.0,0.0,1.0,1.0,1.0,60.0,0.0,25.0,0.0,0.0,-260.0,-230.0,-130.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01 23:00:00,101880,110,3,10,2.7,289.35,279.75,53,30000,1,1.0,1.0,40.0,3.0,1750.0,35.0,20.0,10.0,100810,-160.0,4.5,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1900.0,15335.550000000001,293.65,293.95,291.25,285.75,285.75,279.95,281.25,283.35,282.55,282.55,41.0,44.0,60.0,81.0,81.0,3.0,0.0,1.0,1.0,1.0,60.0,0.0,25.0,0.0,0.0,-260.0,-230.0,-130.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 00:00:00,101920,30,2,360,3.2,287.75,280.75,63,30000,3,2.0,2.0,90.0,7.0,2250.0,35.0,20.0,10.0,100840,-120.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2340.0,18128.25,292.15,293.65,293.95,285.75,285.75,280.55,279.95,281.25,282.55,282.55,47.0,41.0,44.0,81.0,81.0,2.0,3.0,0.0,1.0,1.0,90.0,60.0,0.0,0.0,0.0,-210.0,-260.0,-230.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 01:00:00,101920,30,2,360,3.2,287.75,280.75,63,30000,3,2.0,2.0,90.0,7.0,2250.0,35.0,20.0,10.0,100840,-120.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2340.0,18128.25,292.15,293.65,293.95,285.75,285.75,280.55,279.95,281.25,282.55,282.55,47.0,41.0,44.0,81.0,81.0,2.0,3.0,0.0,1.0,1.0,90.0,60.0,0.0,0.0,0.0,-210.0,-260.0,-230.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 02:00:00,101920,30,2,360,3.2,287.75,280.75,63,30000,3,2.0,2.0,90.0,7.0,2250.0,35.0,20.0,10.0,100840,-120.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2340.0,18128.25,292.15,293.65,293.95,285.75,285.75,280.55,279.95,281.25,282.55,282.55,47.0,41.0,44.0,81.0,81.0,2.0,3.0,0.0,1.0,1.0,90.0,60.0,0.0,0.0,0.0,-210.0,-260.0,-230.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 03:00:00,101910,-20,7,360,1.4,285.45,281.35,76,30000,2,0.0,0.0,40.0,3.0,2250.0,35.0,20.0,10.0,100820,-80.0,2.2,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2280.0,21694.2,289.35,292.15,293.65,283.95,285.75,279.75,280.55,279.95,282.05,282.55,53.0,47.0,41.0,88.0,81.0,1.0,2.0,3.0,2.0,1.0,40.0,90.0,60.0,0.0,0.0,-160.0,-210.0,-260.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 04:00:00,101910,-20,7,360,1.4,285.45,281.35,76,30000,2,0.0,0.0,40.0,3.0,2250.0,35.0,20.0,10.0,100820,-80.0,2.2,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2280.0,21694.2,289.35,292.15,293.65,283.95,285.75,279.75,280.55,279.95,282.05,282.55,53.0,47.0,41.0,88.0,81.0,1.0,2.0,3.0,2.0,1.0,40.0,90.0,60.0,0.0,0.0,-160.0,-210.0,-260.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 05:00:00,101910,-20,7,360,1.4,285.45,281.35,76,30000,2,0.0,0.0,40.0,3.0,2250.0,35.0,20.0,10.0,100820,-80.0,2.2,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,2280.0,21694.2,289.35,292.15,293.65,283.95,285.75,279.75,280.55,279.95,282.05,282.55,53.0,47.0,41.0,88.0,81.0,1.0,2.0,3.0,2.0,1.0,40.0,90.0,60.0,0.0,0.0,-160.0,-210.0,-260.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 06:00:00,101950,40,3,300,1.7,284.45,281.45,82,11710,1,0.0,0.0,0.0,0.0,1750.0,30.0,20.0,10.0,100860,-50.0,3.8,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3361.6666666666665,23324.899999999998,287.75,289.35,292.15,284.25,285.75,280.75,279.75,280.55,282.85,282.55,63.0,53.0,47.0,91.0,81.0,3.0,1.0,2.0,3.0,1.0,90.0,40.0,90.0,10.0,0.0,-120.0,-160.0,-210.0,-60.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 07:00:00,101950,40,3,300,1.7,284.45,281.45,82,11710,1,0.0,0.0,0.0,0.0,1750.0,30.0,20.0,10.0,100860,-50.0,3.8,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3361.6666666666665,23324.899999999998,287.75,289.35,292.15,284.25,285.75,280.75,279.75,280.55,282.85,282.55,63.0,53.0,47.0,91.0,81.0,3.0,1.0,2.0,3.0,1.0,90.0,40.0,90.0,10.0,0.0,-120.0,-160.0,-210.0,-60.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 08:00:00,101950,40,3,300,1.7,284.45,281.45,82,11710,1,0.0,0.0,0.0,0.0,1750.0,30.0,20.0,10.0,100860,-50.0,3.8,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3361.6666666666665,23324.899999999998,287.75,289.35,292.15,284.25,285.75,280.75,279.75,280.55,282.85,282.55,63.0,53.0,47.0,91.0,81.0,3.0,1.0,2.0,3.0,1.0,90.0,40.0,90.0,10.0,0.0,-120.0,-160.0,-210.0,-60.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 09:00:00,102040,110,2,40,2.3,291.05,282.45,57,30000,2,0.0,0.0,10.0,0.0,8000.0,30.0,20.0,12.0,100970,60.0,4.8,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8000.0,16589.850000000002,285.45,287.75,289.35,291.25,285.75,281.35,280.75,279.75,283.35,282.55,76.0,63.0,53.0,60.0,81.0,2.0,3.0,1.0,1.0,1.0,40.0,90.0,40.0,25.0,0.0,-80.0,-120.0,-160.0,-130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 10:00:00,102040,110,2,40,2.3,291.05,282.45,57,30000,2,0.0,0.0,10.0,0.0,8000.0,30.0,20.0,12.0,100970,60.0,4.8,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8000.0,16589.850000000002,285.45,287.75,289.35,291.25,285.75,281.35,280.75,279.75,283.35,282.55,76.0,63.0,53.0,60.0,81.0,2.0,3.0,1.0,1.0,1.0,40.0,90.0,40.0,25.0,0.0,-80.0,-120.0,-160.0,-130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 11:00:00,102040,110,2,40,2.3,291.05,282.45,57,30000,2,0.0,0.0,10.0,0.0,8000.0,30.0,20.0,12.0,100970,60.0,4.8,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8000.0,16589.850000000002,285.45,287.75,289.35,291.25,285.75,281.35,280.75,279.75,283.35,282.55,76.0,63.0,53.0,60.0,81.0,2.0,3.0,1.0,1.0,1.0,40.0,90.0,40.0,25.0,0.0,-80.0,-120.0,-160.0,-130.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 12:00:00,101960,-60,8,360,1.9,294.35,279.45,38,30000,3,1.0,1.0,60.0,5.0,1750.0,31.0,20.0,10.0,100910,110.0,4.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,1630.0,11185.300000000001,284.45,285.45,287.75,293.95,285.75,281.45,281.35,280.75,281.25,282.55,82.0,76.0,63.0,44.0,81.0,1.0,2.0,3.0,0.0,1.0,0.0,40.0,90.0,0.0,0.0,-50.0,-80.0,-120.0,-230.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 13:00:00,101960,-60,8,360,1.9,294.35,279.45,38,30000,3,1.0,1.0,60.0,5.0,1750.0,31.0,20.0,10.0,100910,110.0,4.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,1630.0,11185.300000000001,284.45,285.45,287.75,293.95,285.75,281.45,281.35,280.75,281.25,282.55,82.0,76.0,63.0,44.0,81.0,1.0,2.0,3.0,0.0,1.0,0.0,40.0,90.0,0.0,0.0,-50.0,-80.0,-120.0,-230.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 14:00:00,101960,-60,8,360,1.9,294.35,279.45,38,30000,3,1.0,1.0,60.0,5.0,1750.0,31.0,20.0,10.0,100910,110.0,4.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,1630.0,11185.300000000001,284.45,285.45,287.75,293.95,285.75,281.45,281.35,280.75,281.25,282.55,82.0,76.0,63.0,44.0,81.0,1.0,2.0,3.0,0.0,1.0,0.0,40.0,90.0,0.0,0.0,-50.0,-80.0,-120.0,-230.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 15:00:00,101910,-50,7,340,2.6,295.55,280.15,37,30000,1,0.0,0.0,40.0,3.0,1750.0,35.0,20.0,10.0,100860,170.0,5.4,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1920.0,10935.35,291.05,284.45,285.45,293.65,285.75,282.45,281.45,281.35,279.95,282.55,57.0,82.0,76.0,41.0,81.0,2.0,1.0,2.0,3.0,1.0,10.0,0.0,40.0,60.0,0.0,60.0,-50.0,-80.0,-260.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 16:00:00,101910,-50,7,340,2.6,295.55,280.15,37,30000,1,0.0,0.0,40.0,3.0,1750.0,35.0,20.0,10.0,100860,170.0,5.4,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1920.0,10935.35,291.05,284.45,285.45,293.65,285.75,282.45,281.45,281.35,279.95,282.55,57.0,82.0,76.0,41.0,81.0,2.0,1.0,2.0,3.0,1.0,10.0,0.0,40.0,60.0,0.0,60.0,-50.0,-80.0,-260.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 17:00:00,101910,-50,7,340,2.6,295.55,280.15,37,30000,1,0.0,0.0,40.0,3.0,1750.0,35.0,20.0,10.0,100860,170.0,5.4,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1920.0,10935.35,291.05,284.45,285.45,293.65,285.75,282.45,281.45,281.35,279.95,282.55,57.0,82.0,76.0,41.0,81.0,2.0,1.0,2.0,3.0,1.0,10.0,0.0,40.0,60.0,0.0,60.0,-50.0,-80.0,-260.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-02 18:00:00,101980,60,3,330,2.4,292.75,280.15,44,49310,0,2.0,2.0,0.0,0.0,1750.0,30.0,20.0,10.0,100920,220.0,3.7,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3361.6666666666665,12881.0,294.35,291.05,284.45,292.15,285.75,279.45,282.45,281.45,280.55,282.55,38.0,57.0,82.0,47.0,81.0,3.0,2.0,1.0,2.0,1.0,60.0,10.0,0.0,90.0,0.0,110.0,60.0,-50.0,-210.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
